meta_taskLabel,RdfConnectionExplainStatic-jsonld,RdfConnectionExplainStatic-nt,RdfConnectionExplainStatic-turtle,RdfConnectionExplainStatic-xml,RdfFriendCount-jsonld-1,RdfFriendCount-jsonld-2,RdfFriendCount-nt-1,RdfFriendCount-nt-2,RdfFriendCount-turtle-1,RdfFriendCount-turtle-2,RdfFriendCount-xml-1,RdfFriendCount-xml-2,RdfSyntaxFixList-jsonld,RdfSyntaxFixList-nt,RdfSyntaxFixList-turtle,Sparql2AnswerListOrga-jsonld,Sparql2AnswerListOrga-turtle,SparqlSyntaxFixingListLcQuad,Text2AnswerListOrga-jsonld,Text2AnswerListOrga-turtle,Text2SparqlExecEvalListBeastiary-turtle-schema,Text2SparqlExecEvalListBeastiary-turtle-subgraph,Text2SparqlExecEvalListBeastiary-turtle-subschema,Text2SparqlExecEvalListCoypuMini,Text2SparqlExecEvalListOrgaNumerical,Text2SparqlExecEvalListOrganizational
meta_taskId,RdfConnectionExplainStatic,RdfConnectionExplainStatic,RdfConnectionExplainStatic,RdfConnectionExplainStatic,RdfFriendCount,RdfFriendCount,RdfFriendCount,RdfFriendCount,RdfFriendCount,RdfFriendCount,RdfFriendCount,RdfFriendCount,RdfSyntaxFixList,RdfSyntaxFixList,RdfSyntaxFixList,Sparql2AnswerListOrganizational,Sparql2AnswerListOrganizational,SparqlSyntaxFixingListLcQuad,Text2AnswerListOrganizational,Text2AnswerListOrganizational,Text2SparqlExecEvalListBeastiary,Text2SparqlExecEvalListBeastiary,Text2SparqlExecEvalListBeastiary,Text2SparqlExecEvalListCoypuMini,Text2SparqlExecEvalListOrgaNumerical,Text2SparqlExecEvalListOrganizational
scoreName,score_listTrimF1,score_listTrimF1,score_listTrimF1,score_listTrimF1,score_f1,score_f1,score_f1,score_f1,score_f1,score_f1,score_f1,score_f1,score_max_combined,score_max_combined,score_max_combined,score_combinedF1,score_combinedF1,score_max_combined,score_combinedF1,score_combinedF1,score_max_combined,score_max_combined,score_max_combined,score_max_combined,score_max_combined,score_max_combined
meta_modelId,,,,,,,,,,,,,,,,,,,,,,,,,,
Claude 3.5 Haiku,1.0,0.9027777777777777,0.888888888888889,0.9954545454545455,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9788277047069567,0.9966687648607125,0.9751319179476923,1.0,1.0,1.0,0.9375,0.85,0.37343447113358624,0.9466666666666667,0.3067678044669196,0.5999999999999999,1.0,1.0
Claude 3.5 Sonnet,1.0,0.9722222222222221,1.0,1.0,1.0,1.0,0.1,0.3,0.95,1.0,0.55,1.0,0.9893397052966943,0.9973348145405169,0.9837726831866227,1.0,1.0,1.0,1.0,1.0,0.4114285714285715,0.9466666666666667,0.42666666666666675,0.5199999999999999,0.96,1.0
Claude Opus 4.6,0.9583333333333333,1.0,1.0,1.0,0.09523809523809526,0.09523809523809526,0.21904761904761907,0.20357142857142857,1.0,1.0,0.14940476190476193,0.10297619047619049,0.9893397052966943,0.9993337036351292,1.0,1.0,1.0,1.0,1.0,1.0,0.7866666666666667,0.9466666666666667,0.6666666666666666,0.6,0.96,0.8400000000000001
Claude Sonnet 4.6,0.45608577516935844,0.5481579182574634,0.4564348026819996,0.8930555555555555,0.09155844155844153,0.09155844155844153,0.052082486451474286,0.04817344771570573,0.09134199134199132,0.0911255411255411,0.09155844155844153,0.09220779220779221,0.9893397052966943,0.9973348145405169,1.0,1.0,1.0,1.0,1.0,1.0,0.7090196078431372,0.9466666666666667,0.7466666666666667,0.5999999999999999,0.8400000000000001,0.8
Deepseek-Chat-v3,0.9886666666666667,0.8557387057387058,0.89552300314065,0.98,0.2929424136838771,0.3959079294689051,0.2496841796783946,0.30912063837344106,0.5437044662654418,0.39413103458678367,0.5143705855547961,0.5335654575309747,0.9893397052966943,0.9927812541440543,0.991191764781409,0.9933333333333334,0.9225,1.0,0.905,0.7133529411764706,0.45600000000000007,0.9466666666666665,0.40800000000000003,0.52,0.6800000000000002,0.98
Deepseek-Coder-33B,0.5291346421036824,0.24087328890579662,0.43835116173815863,0.4470710919627328,0.2037142857142857,0.3338528138528139,0.11069926152279093,0.17171547406841522,0.06829725829725829,0.08310822510822509,0.3486046176046176,0.3818441558441559,0.975712323775987,0.8287324297119796,0.8407654600751095,0.22383882783882783,0.3133506493506493,0.968,0.22801071428571426,0.22050980392156863,0.3367622118113277,0.914909090909091,0.3990505675954592,0.5752525252525253,0.5707317073170731,0.751937984496124
Deepseek-R1,0.96,0.9966666666666666,1.0,0.98,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.9893397052966943,0.9973349132145435,0.9868002574026832,0.9933333333333333,1.0,1.0,0.97,0.985,0.44290196078431376,0.9520000000000001,0.3493333333333334,0.52,0.872,0.9840000000000001
GPT3.5 2024/01,0.9012160062160064,0.8010717060717061,0.848181818181818,0.8132400932400932,0.2,0.55,0.0,0.0,0.0,0.0,0.55,0.9,0.9893397052966943,0.9980011109053877,0.9970053441218809,0.5,0.6958333333333333,1.0,0.50625,0.85,0.3866666666666667,0.9466666666666667,0.2606060606060606,0.5199999999999999,0.5999999999999999,0.76
GPT4o 2024/11,0.85,0.5977922077922077,0.8666666666666666,0.8446969696969697,1.0,1.0,0.0,0.1,1.0,1.0,0.0,1.0,0.9893397052966943,0.9973348145405169,0.9715393030812625,0.95,0.88125,1.0,0.95,0.95,0.30666666666666675,0.9466666666666667,0.30666666666666675,0.5199999999999999,1.0,1.0
GPT4o-mini 2024/07,0.8333333333333334,0.7232745032745034,0.8280303030303029,0.7527272727272727,0.1,0.0,0.0,0.15,0.2,0.25,1.0,1.0,0.9790052185623545,0.9946706158212997,0.9768082135615794,0.7583333333333333,0.9625,0.9199999999999999,0.775,0.95,0.3284848484848485,0.9466666666666667,0.2545454545454546,0.5199999999999999,0.6399999999999999,1.0
GPT5.2-chat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9893397052966943,0.9973348145405169,0.9992015976035946,1.0,1.0,1.0,1.0,1.0,0.5866666666666667,0.9466666666666667,0.6266666666666666,0.5599999999999998,1.0,1.0
GPT5.4 2026/03,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9893397052966943,0.9973348145405169,1.0,1.0,1.0,1.0,1.0,1.0,0.5866666666666666,0.9466666666666667,0.5066666666666666,0.5199999999999999,0.6799999999999999,0.6
GPTo1-mini 2024/09,0.9833333333333332,0.975,1.0,0.9833333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9893397052966943,0.9966687648607125,0.9899882807986138,0.975,1.0,1.0,1.0,0.975,0.3866666666666667,0.9466666666666667,0.34666666666666673,0.5199999999999999,0.6799999999999999,0.9199999999999999
GPTo1-pre 2024/09,0.9142857142857143,0.8273809523809523,0.9249999999999998,0.9363095238095237,0.5024275023915681,0.49833548903670855,0.36281980268040426,0.48797979797979796,0.5315165644971958,0.5916263053632391,0.6122308732195454,0.7796615985640376,0.9893397052966943,0.9946698755833028,0.9919594594594594,1.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.8880000000000001,0.34666666666666673,0.72,0.76,0.8799999999999999
Gemini 1.5 Flash,1.0,0.976388888888889,1.0,1.0,0.0,1.0,0.95,0.85,1.0,1.0,0.05,0.95,0.9733143329856079,1.0,0.9766405813423926,1.0,1.0,0.82,1.0,1.0,0.5466666666666666,0.9600000000000002,0.23404053173964684,0.5199999999999999,0.9199999999999999,1.0
Gemini 1.5 Pro,1.0,0.9638888888888889,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9191516926134347,1.0,0.9782955859783803,1.0,1.0,0.8099999999999999,1.0,1.0,0.4666666666666668,0.9733333333333334,0.3047619047619048,0.5599999999999998,1.0,1.0
Gemini 2.0 Flash Exp,1.0,0.6416666666666666,1.0,0.9142857142857144,1.0,1.0,0.9,0.85,1.0,1.0,1.0,1.0,0.9893397052966943,1.0,0.9747340047566139,1.0,1.0,1.0,1.0,1.0,0.30666666666666675,0.9466666666666667,0.2800000000000001,0.5199999999999999,0.32000000000000006,0.8400000000000001
Gemini 3 Flash Preview,1.0,0.8583333333333334,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9893397052966943,0.9960027151809083,0.9984031952071891,1.0,1.0,1.0,1.0,1.0,0.4666666666666666,1.0,0.46058823529411763,0.6799999999999999,0.8400000000000001,0.8799999999999999
Llama-3.0-70B,0.99,0.7704664224664224,0.9966666666666666,0.97,0.5,0.98,0.02,0.0,0.0,0.0,0.06,0.66,0.9866746316208678,1.0,0.9362532966339882,1.0,1.0,0.98,1.0,1.0,0.35175757575757577,0.9466666666666665,0.23296969696969697,0.5374149659863946,0.5680000000000001,0.872
Llama-3.0-8B,0.3529751914751914,0.556408114761056,0.7004510489510488,0.584890469008116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7231875829489923,0.42736352229059293,0.7443587510990731,0.6626666666666666,0.615,0.07600000000000001,0.66,0.77,0.21697445428539525,0.5942959001782531,0.15714285714285714,0.5111111111111111,0.27599999999999997,0.39866666666666667
